Eligibility Year,Eligibility Month,County,Plan Name,Number of Enrollees
2012,5,SCHUYLER,EXCELLUS,295
2012,5,SCHUYLER,FIDELIS HC NY,10
2012,5,SENECA,EXCELLUS,608
2012,5,STEUBEN,EXCELLUS,1537
2012,5,STEUBEN,FIDELIS HC NY,129
2012,5,ST. LAWRENCE,EXCELLUS,1958
2012,5,ST. LAWRENCE,FIDELIS HC NY,70
2012,5,SUFFOLK,AFFINITY HEALTH PLAN,4487
2012,5,SUFFOLK,EMPIRE,10690
2012,5,SUFFOLK,FIDELIS HC NY,8451
2012,5,SUFFOLK,HEALTHFIRST,5665
2012,5,SUFFOLK,HIP,2715
2012,5,SUFFOLK,NEIGHBORHOOD,4064
2012,5,SUFFOLK,UNITED HEALTHCARE COMM PLAN,6772
2012,5,SULLIVAN,EMPIRE,226
2012,5,SULLIVAN,FIDELIS HC NY,246
2012,5,SULLIVAN,HUDSON HEALTH PLAN,1772
2012,5,TIOGA,CDPHP,79
2012,5,TIOGA,EXCELLUS,602
2012,5,TIOGA,FIDELIS HC NY,61
2012,5,TOMPKINS,EXCELLUS,662
2012,5,TOMPKINS,FIDELIS HC NY,187
2012,5,TOMPKINS,TOTAL CARE,402
2012,5,ULSTER,CDPHP,384
2012,5,ULSTER,EMPIRE,462
2012,5,ULSTER,FIDELIS HC NY,707
2012,5,ULSTER,HUDSON HEALTH PLAN,965
2012,5,ULSTER,MVP,698
2012,5,ULSTER,WELLCARE,420
2012,5,WARREN,CDPHP,575
2012,5,WARREN,EMPIRE,281
2012,5,WARREN,FIDELIS HC NY,899
2012,5,WASHINGTON,CDPHP,660
2012,5,WASHINGTON,EMPIRE,212
2012,5,WASHINGTON,FIDELIS HC NY,1003
2012,5,WAYNE,EXCELLUS,2192
2012,5,WAYNE,FIDELIS HC NY,202
2012,5,WESTCHESTER,AFFINITY HEALTH PLAN,1812
2012,5,WESTCHESTER,EMPIRE,3655
2012,5,WESTCHESTER,FIDELIS HC NY,2137
2012,5,WESTCHESTER,HIP,901
2012,5,WESTCHESTER,HUDSON HEALTH PLAN,10995
2012,5,WYOMING,FIDELIS HC NY,97
2012,5,WYOMING,HEALTHNOW,618
2012,5,YATES,EXCELLUS,487
2012,4,ALBANY,CDPHP,3581
2012,4,ALBANY,EMPIRE,329
2012,4,ALBANY,FIDELIS HC NY,1041
2012,4,ALBANY,WELLCARE,122
2012,4,ALLEGANY,FIDELIS HC NY,46
2012,4,ALLEGANY,HEALTHNOW,558
2012,4,ALLEGANY,UNIVERA COMMUNITY HEALTH INC,157
2012,4,BRONX,AFFINITY HEALTH PLAN,2747
2012,4,BRONX,AMERIGROUP NY,306
2012,4,BRONX,EMPIRE,909
2012,4,BRONX,FIDELIS HC NY,2732
2012,4,BRONX,HEALTHFIRST,4318
2012,4,BRONX,HEALTHPLUS,2081
2012,4,BRONX,HIP,799
2012,4,BRONX,METROPLUS,4078
2012,4,BRONX,NEIGHBORHOOD,774
2012,4,BRONX,UNITED HEALTHCARE COMM PLAN,211
2012,4,BRONX,WELLCARE,493
2012,4,BROOME,CDPHP,169
2012,4,BROOME,EXCELLUS,2780
2012,4,BROOME,FIDELIS HC NY,425
2012,4,CATTARAUGUS,FIDELIS HC NY,528
2012,4,CATTARAUGUS,HEALTHNOW,793
2012,4,CATTARAUGUS,UNIVERA COMMUNITY HEALTH INC,315
2012,4,CAYUGA,EXCELLUS,1209
2012,4,CAYUGA,FIDELIS HC NY,384
2012,4,CAYUGA,UNITED HEALTHCARE COMM PLAN,185
2012,4,CHAUTAUQUA,FIDELIS HC NY,1209
2012,4,CHAUTAUQUA,HEALTHNOW,734
2012,4,CHAUTAUQUA,UNIVERA COMMUNITY HEALTH INC,118
2012,4,CHEMUNG,EXCELLUS,931
2012,4,CHENANGO,CDPHP,10
2012,4,CHENANGO,EXCELLUS,821
2012,4,CHENANGO,FIDELIS HC NY,202
2012,4,CLINTON,EMPIRE,423
2012,4,CLINTON,EXCELLUS,714
2012,4,CLINTON,FIDELIS HC NY,567
2012,4,COLUMBIA,CDPHP,1055
2012,4,COLUMBIA,EMPIRE,103
2012,4,COLUMBIA,FIDELIS HC NY,466
2012,4,CORTLAND,EXCELLUS,390
2012,4,CORTLAND,FIDELIS HC NY,688
2012,4,CORTLAND,TOTAL CARE,84
2012,4,DELAWARE,CDPHP,226
2012,4,DELAWARE,EMPIRE,62
2012,4,DELAWARE,EXCELLUS,384
2012,4,DELAWARE,FIDELIS HC NY,244
2012,4,DUTCHESS,CDPHP,256
2012,4,DUTCHESS,EMPIRE,1296
2012,4,DUTCHESS,FIDELIS HC NY,1075
2012,4,DUTCHESS,HUDSON HEALTH PLAN,1564
2012,4,DUTCHESS,MVP,1504
2012,4,DUTCHESS,WELLCARE,730
2012,4,ERIE,FIDELIS HC NY,2833
2012,4,ERIE,HEALTHNOW,4315
2012,4,ERIE,INDEPENDENT HEALTH,1297
2012,4,ERIE,UNIVERA COMMUNITY HEALTH INC,5809
2012,4,ESSEX,CDPHP,39
2012,4,ESSEX,EMPIRE,108
2012,4,ESSEX,EXCELLUS,377
2012,4,ESSEX,FIDELIS HC NY,339
2012,4,FRANKLIN,EXCELLUS,635
2012,4,FRANKLIN,FIDELIS HC NY,116
2012,4,FULTON,CDPHP,487
2012,4,FULTON,EMPIRE,100
2012,4,FULTON,EXCELLUS,47
2012,4,FULTON,FIDELIS HC NY,893
2012,4,GENESEE,FIDELIS HC NY,135
2012,4,GENESEE,HEALTHNOW,954
2012,4,GREENE,CDPHP,649
2012,4,GREENE,EMPIRE,92
2012,4,GREENE,FIDELIS HC NY,329
2012,4,HAMILTON,EXCELLUS,59
2012,4,HAMILTON,FIDELIS HC NY,54
2012,4,HERKIMER,CDPHP,43
2012,4,HERKIMER,EXCELLUS,651
2012,4,HERKIMER,FIDELIS HC NY,1330
2012,4,HERKIMER,UNITED HEALTHCARE COMM PLAN,32
2012,4,JEFFERSON,EXCELLUS,2283
2012,4,KINGS,AFFINITY HEALTH PLAN,1045
2012,4,KINGS,AMERIGROUP NY,1754
2012,4,KINGS,EMPIRE,11570
2012,4,KINGS,FIDELIS HC NY,4500
2012,4,KINGS,HEALTHFIRST,4135
2012,4,KINGS,HEALTHPLUS,11176
2012,4,KINGS,HIP,1910
2012,4,KINGS,METROPLUS,4502
2012,4,KINGS,NEIGHBORHOOD,1998
2012,4,KINGS,UNITED HEALTHCARE COMM PLAN,5241
2012,4,KINGS,WELLCARE,650
2012,4,LEWIS,EXCELLUS,885
2012,4,LEWIS,FIDELIS HC NY,24
2012,4,LIVINGSTON,EXCELLUS,1019
2012,4,LIVINGSTON,FIDELIS HC NY,81
2012,4,MADISON,CDPHP,34
2012,4,MADISON,EXCELLUS,1063
2012,4,MADISON,FIDELIS HC NY,320
2012,4,MADISON,UNITED HEALTHCARE COMM PLAN,132
2012,4,MONROE,EXCELLUS,12602
2012,4,MONROE,FIDELIS HC NY,890
2012,4,MONTGOMERY,CDPHP,783
2012,4,MONTGOMERY,EMPIRE,74
2012,4,MONTGOMERY,EXCELLUS,50
2012,4,MONTGOMERY,FIDELIS HC NY,737
2012,4,NASSAU,AFFINITY HEALTH PLAN,2415
2012,4,NASSAU,EMPIRE,9159
2012,4,NASSAU,FIDELIS HC NY,5701
2012,4,NASSAU,HEALTHFIRST,5195
2012,4,NASSAU,HEALTHPLUS,2560
2012,4,NASSAU,HIP,2749
2012,4,NASSAU,UNITED HEALTHCARE COMM PLAN,4650
2012,4,NEW YORK,AFFINITY HEALTH PLAN,567
2012,4,NEW YORK,AMERIGROUP NY,184
2012,4,NEW YORK,EMPIRE,1623
2012,4,NEW YORK,FIDELIS HC NY,1665
2012,4,NEW YORK,HEALTHFIRST,1388
2012,4,NEW YORK,HEALTHPLUS,1124
2012,4,NEW YORK,HIP,563
2012,4,NEW YORK,METROPLUS,1467
2012,4,NEW YORK,NEIGHBORHOOD,1121
2012,4,NEW YORK,UNITED HEALTHCARE COMM PLAN,279
2012,4,NEW YORK,WELLCARE,302
2012,4,NIAGARA,FIDELIS HC NY,1645
2012,4,NIAGARA,HEALTHNOW,2047
2012,4,ONEIDA,CDPHP,26
2012,4,ONEIDA,EXCELLUS,2250
2012,4,ONEIDA,FIDELIS HC NY,2768
2012,4,ONEIDA,UNITED HEALTHCARE COMM PLAN,449
2012,4,ONONDAGA,EXCELLUS,3401
2012,4,ONONDAGA,FIDELIS HC NY,3246
2012,4,ONONDAGA,TOTAL CARE,1506
2012,4,ONONDAGA,UNITED HEALTHCARE COMM PLAN,972
2012,4,ONTARIO,EXCELLUS,2218
2012,4,ONTARIO,FIDELIS HC NY,25
2012,4,ORANGE,AFFINITY HEALTH PLAN,2619
2012,4,ORANGE,CDPHP,116
2012,4,ORANGE,EMPIRE,2295
2012,4,ORANGE,FIDELIS HC NY,1657
2012,4,ORANGE,HUDSON HEALTH PLAN,2505
2012,4,ORANGE,WELLCARE,583
2012,4,ORLEANS,EXCELLUS,289
2012,4,ORLEANS,FIDELIS HC NY,410
2012,4,ORLEANS,HEALTHNOW,200
2012,4,OSWEGO,EXCELLUS,565
2012,4,OSWEGO,FIDELIS HC NY,1034
2012,4,OSWEGO,TOTAL CARE,1331
2012,4,OSWEGO,UNITED HEALTHCARE COMM PLAN,373
2012,4,OTSEGO,CDPHP,389
2012,4,OTSEGO,EXCELLUS,580
2012,4,OTSEGO,FIDELIS HC NY,342
2012,4,PUTNAM,EMPIRE,1255
2012,4,PUTNAM,FIDELIS HC NY,791
2012,4,QUEENS,AFFINITY HEALTH PLAN,1458
2012,4,QUEENS,AMERIGROUP NY,4451
2012,4,QUEENS,EMPIRE,8080
2012,4,QUEENS,FIDELIS HC NY,6344
2012,4,QUEENS,HEALTHFIRST,5077
2012,4,QUEENS,HEALTHPLUS,7168
2012,4,QUEENS,HIP,4050
2012,4,QUEENS,METROPLUS,7077
2012,4,QUEENS,NEIGHBORHOOD,3851
2012,4,QUEENS,UNITED HEALTHCARE COMM PLAN,2274
2012,4,QUEENS,WELLCARE,931
2012,4,RENSSELAER,CDPHP,2105
2012,4,RENSSELAER,EMPIRE,187
2012,4,RENSSELAER,FIDELIS HC NY,727
2012,4,RENSSELAER,WELLCARE,80
2012,4,RICHMOND,AFFINITY HEALTH PLAN,72
2012,4,RICHMOND,AMERIGROUP NY,318
2012,4,RICHMOND,EMPIRE,1576
2012,4,RICHMOND,FIDELIS HC NY,1060
2012,4,RICHMOND,HEALTHFIRST,273
2012,4,RICHMOND,HEALTHPLUS,3478
2012,4,RICHMOND,HIP,467
2012,4,RICHMOND,NEIGHBORHOOD,18
2012,4,RICHMOND,UNITED HEALTHCARE COMM PLAN,548
2012,4,ROCKLAND,AFFINITY HEALTH PLAN,674
2012,4,ROCKLAND,EMPIRE,3148
2012,4,ROCKLAND,FIDELIS HC NY,3901
2012,4,ROCKLAND,HUDSON HEALTH PLAN,2012
2012,4,ROCKLAND,WELLCARE,371
2012,4,SARATOGA,CDPHP,2827
2012,4,SARATOGA,EMPIRE,322
2012,4,SARATOGA,FIDELIS HC NY,1039
2012,4,SCHENECTADY,CDPHP,2141
2012,4,SCHENECTADY,EMPIRE,240
2012,4,SCHENECTADY,FIDELIS HC NY,1606
2012,4,SCHOHARIE,CDPHP,666
2012,4,SCHOHARIE,EMPIRE,67
2012,4,SCHOHARIE,FIDELIS HC NY,54
2012,4,SCHUYLER,EXCELLUS,310
2012,4,SCHUYLER,FIDELIS HC NY,10
2012,4,SENECA,EXCELLUS,640
2012,4,STEUBEN,EXCELLUS,1578
2012,4,STEUBEN,FIDELIS HC NY,107
2012,4,ST. LAWRENCE,EXCELLUS,2037
2012,4,ST. LAWRENCE,FIDELIS HC NY,59
2012,4,SUFFOLK,AFFINITY HEALTH PLAN,4657
2012,4,SUFFOLK,EMPIRE,10823
2012,4,SUFFOLK,FIDELIS HC NY,8714
2012,4,SUFFOLK,HEALTHFIRST,5749
2012,4,SUFFOLK,HIP,2760
2012,4,SUFFOLK,NEIGHBORHOOD,4154
2012,4,SUFFOLK,UNITED HEALTHCARE COMM PLAN,6873
2012,4,SULLIVAN,EMPIRE,238
2012,4,SULLIVAN,FIDELIS HC NY,261
2012,4,SULLIVAN,HUDSON HEALTH PLAN,1835
2012,4,SULLIVAN,WELLCARE,2
2012,4,TIOGA,CDPHP,86
2012,4,TIOGA,EXCELLUS,628
2012,4,TIOGA,FIDELIS HC NY,63
2012,4,TOMPKINS,EXCELLUS,696
2012,4,TOMPKINS,FIDELIS HC NY,187
2012,4,TOMPKINS,TOTAL CARE,400
2012,4,ULSTER,CDPHP,398
2012,4,ULSTER,EMPIRE,463
2012,4,ULSTER,FIDELIS HC NY,729
2012,4,ULSTER,HUDSON HEALTH PLAN,1023
2012,4,ULSTER,MVP,725
2012,4,ULSTER,WELLCARE,440
2012,4,WARREN,CDPHP,583
2012,4,WARREN,EMPIRE,281
2012,4,WARREN,FIDELIS HC NY,939
2012,4,WASHINGTON,CDPHP,661
2012,4,WASHINGTON,EMPIRE,216
2012,4,WASHINGTON,FIDELIS HC NY,1017
2012,4,WAYNE,EXCELLUS,2222
2012,4,WAYNE,FIDELIS HC NY,207
2012,4,WESTCHESTER,AFFINITY HEALTH PLAN,1879
2012,4,WESTCHESTER,EMPIRE,3726
2012,4,WESTCHESTER,FIDELIS HC NY,2194
2012,4,WESTCHESTER,HIP,911
2012,4,WESTCHESTER,HUDSON HEALTH PLAN,11439
2012,4,WYOMING,FIDELIS HC NY,99
2012,4,WYOMING,HEALTHNOW,649
2012,4,YATES,EXCELLUS,516
2012,3,ALBANY,CDPHP,3627
2012,3,ALBANY,EMPIRE,331
2012,3,ALBANY,FIDELIS HC NY,1083
2012,3,ALBANY,WELLCARE,119
2012,3,ALLEGANY,FIDELIS HC NY,49
2012,3,ALLEGANY,HEALTHNOW,566
2012,3,ALLEGANY,UNIVERA COMMUNITY HEALTH INC,162
2012,3,BRONX,AFFINITY HEALTH PLAN,2788
2012,3,BRONX,AMERIGROUP NY,305
2012,3,BRONX,EMPIRE,921
2012,3,BRONX,FIDELIS HC NY,2801
2012,3,BRONX,HEALTHFIRST,4309
2012,3,BRONX,HEALTHPLUS,2197
2012,3,BRONX,HIP,807
2012,3,BRONX,METROPLUS,4130
2012,3,BRONX,NEIGHBORHOOD,786
2012,3,BRONX,UNITED HEALTHCARE COMM PLAN,217
2012,3,BRONX,WELLCARE,499
2012,3,BROOME,CDPHP,178
2012,3,BROOME,EXCELLUS,2856
2012,3,BROOME,FIDELIS HC NY,440
2012,3,CATTARAUGUS,FIDELIS HC NY,538
2012,3,CATTARAUGUS,HEALTHNOW,815
2012,3,CATTARAUGUS,UNIVERA COMMUNITY HEALTH INC,307
2012,3,CAYUGA,EXCELLUS,1227
2012,3,CAYUGA,FIDELIS HC NY,371
2012,3,CAYUGA,UNITED HEALTHCARE COMM PLAN,186
2012,3,CHAUTAUQUA,FIDELIS HC NY,1253
2012,3,CHAUTAUQUA,HEALTHNOW,728
2012,3,CHAUTAUQUA,UNIVERA COMMUNITY HEALTH INC,123
2012,3,CHEMUNG,EXCELLUS,944
2012,3,CHENANGO,CDPHP,11
2012,3,CHENANGO,EXCELLUS,829
2012,3,CHENANGO,FIDELIS HC NY,195
2012,3,CLINTON,EMPIRE,430
2012,3,CLINTON,EXCELLUS,732
2012,3,CLINTON,FIDELIS HC NY,583
2012,3,COLUMBIA,CDPHP,1061
2012,3,COLUMBIA,EMPIRE,112
2012,3,COLUMBIA,FIDELIS HC NY,469
2012,3,CORTLAND,EXCELLUS,383
2012,3,CORTLAND,FIDELIS HC NY,687
2012,3,CORTLAND,TOTAL CARE,89
2012,3,DELAWARE,CDPHP,241
2012,3,DELAWARE,EMPIRE,61
2012,3,DELAWARE,EXCELLUS,382
2012,3,DELAWARE,FIDELIS HC NY,221
2012,3,DUTCHESS,CDPHP,262
2012,3,DUTCHESS,EMPIRE,1308
2012,3,DUTCHESS,FIDELIS HC NY,1070
2012,3,DUTCHESS,HUDSON HEALTH PLAN,1565
2012,3,DUTCHESS,MVP,1536
2012,3,DUTCHESS,WELLCARE,747
2012,3,ERIE,FIDELIS HC NY,2934
2012,3,ERIE,HEALTHNOW,4374
2012,3,ERIE,INDEPENDENT HEALTH,1307
2012,3,ERIE,UNIVERA COMMUNITY HEALTH INC,5945
2012,3,ESSEX,CDPHP,46
2012,3,ESSEX,EMPIRE,108
2012,3,ESSEX,EXCELLUS,374
2012,3,ESSEX,FIDELIS HC NY,342
2012,3,FRANKLIN,EXCELLUS,653
2012,3,FRANKLIN,FIDELIS HC NY,117
2012,3,FULTON,CDPHP,500
2012,3,FULTON,EMPIRE,110
2012,3,FULTON,EXCELLUS,48
2012,3,FULTON,FIDELIS HC NY,926
2012,3,GENESEE,FIDELIS HC NY,130
2012,3,GENESEE,HEALTHNOW,966
2012,3,GREENE,CDPHP,670
2012,3,GREENE,EMPIRE,95
2012,3,GREENE,FIDELIS HC NY,329
2012,3,HAMILTON,EXCELLUS,58
2012,3,HAMILTON,FIDELIS HC NY,51
2012,3,HERKIMER,CDPHP,46
2012,3,HERKIMER,EXCELLUS,672
2012,3,HERKIMER,FIDELIS HC NY,1348
2012,3,HERKIMER,UNITED HEALTHCARE COMM PLAN,32
2012,3,JEFFERSON,EXCELLUS,2301
2012,3,KINGS,AFFINITY HEALTH PLAN,1058
2012,3,KINGS,AMERIGROUP NY,1769
2012,3,KINGS,EMPIRE,11656
2012,3,KINGS,FIDELIS HC NY,4601
2012,3,KINGS,HEALTHFIRST,4143
2012,3,KINGS,HEALTHPLUS,11639
2012,3,KINGS,HIP,1954
2012,3,KINGS,METROPLUS,4615
2012,3,KINGS,NEIGHBORHOOD,2032
2012,3,KINGS,UNITED HEALTHCARE COMM PLAN,5291
2012,3,KINGS,WELLCARE,652
2012,3,LEWIS,EXCELLUS,886
2012,3,LEWIS,FIDELIS HC NY,24
2012,3,LIVINGSTON,EXCELLUS,1021
2012,3,LIVINGSTON,FIDELIS HC NY,80
2012,3,MADISON,CDPHP,32
2012,3,MADISON,EXCELLUS,1048
2012,3,MADISON,FIDELIS HC NY,335
2012,3,MADISON,UNITED HEALTHCARE COMM PLAN,133
2012,3,MONROE,EXCELLUS,12833
2012,3,MONROE,FIDELIS HC NY,908
2012,3,MONTGOMERY,CDPHP,799
2012,3,MONTGOMERY,EMPIRE,80
2012,3,MONTGOMERY,EXCELLUS,47
2012,3,MONTGOMERY,FIDELIS HC NY,749
2012,3,NASSAU,AFFINITY HEALTH PLAN,2449
2012,3,NASSAU,EMPIRE,9296
2012,3,NASSAU,FIDELIS HC NY,5746
2012,3,NASSAU,HEALTHFIRST,5258
2012,3,NASSAU,HEALTHPLUS,2622
2012,3,NASSAU,HIP,2778
2012,3,NASSAU,UNITED HEALTHCARE COMM PLAN,4646
2012,3,NEW YORK,AFFINITY HEALTH PLAN,574
2012,3,NEW YORK,AMERIGROUP NY,190
2012,3,NEW YORK,EMPIRE,1607
2012,3,NEW YORK,FIDELIS HC NY,1702
2012,3,NEW YORK,HEALTHFIRST,1410
2012,3,NEW YORK,HEALTHPLUS,1170
2012,3,NEW YORK,HIP,571
2012,3,NEW YORK,METROPLUS,1509
2012,3,NEW YORK,NEIGHBORHOOD,1143
2012,3,NEW YORK,UNITED HEALTHCARE COMM PLAN,284
2012,3,NEW YORK,WELLCARE,307
2012,3,NIAGARA,FIDELIS HC NY,1643
2012,3,NIAGARA,HEALTHNOW,2124
2012,3,ONEIDA,CDPHP,29
2012,3,ONEIDA,EXCELLUS,2258
2012,3,ONEIDA,FIDELIS HC NY,2833
2012,3,ONEIDA,UNITED HEALTHCARE COMM PLAN,449
2012,3,ONONDAGA,EXCELLUS,3398
2012,3,ONONDAGA,FIDELIS HC NY,3320
2012,3,ONONDAGA,TOTAL CARE,1534
2012,3,ONONDAGA,UNITED HEALTHCARE COMM PLAN,989
2012,3,ONTARIO,EXCELLUS,2212
2012,3,ONTARIO,FIDELIS HC NY,23
2012,3,ORANGE,AFFINITY HEALTH PLAN,2723
2012,3,ORANGE,CDPHP,115
2012,3,ORANGE,EMPIRE,2326
2012,3,ORANGE,FIDELIS HC NY,1665
2012,3,ORANGE,HUDSON HEALTH PLAN,2501
2012,3,ORANGE,WELLCARE,610
2012,3,ORLEANS,EXCELLUS,303
2012,3,ORLEANS,FIDELIS HC NY,421
2012,3,ORLEANS,HEALTHNOW,199
2012,3,OSWEGO,EXCELLUS,567
2012,3,OSWEGO,FIDELIS HC NY,1028
2012,3,OSWEGO,TOTAL CARE,1410
2012,3,OSWEGO,UNITED HEALTHCARE COMM PLAN,375
2012,3,OTSEGO,CDPHP,404
2012,3,OTSEGO,EXCELLUS,585
2012,3,OTSEGO,FIDELIS HC NY,347
2012,3,PUTNAM,EMPIRE,1275
2012,3,PUTNAM,FIDELIS HC NY,779
2012,3,QUEENS,AFFINITY HEALTH PLAN,1499
2012,3,QUEENS,AMERIGROUP NY,4580
2012,3,QUEENS,EMPIRE,8200
2012,3,QUEENS,FIDELIS HC NY,6440
2012,3,QUEENS,HEALTHFIRST,5088
2012,3,QUEENS,HEALTHPLUS,7380
2012,3,QUEENS,HIP,4098
2012,3,QUEENS,METROPLUS,7253
2012,3,QUEENS,NEIGHBORHOOD,3935
2012,3,QUEENS,UNITED HEALTHCARE COMM PLAN,2224
2012,3,QUEENS,WELLCARE,948
2012,3,RENSSELAER,CDPHP,2134
2012,3,RENSSELAER,EMPIRE,192
2012,3,RENSSELAER,FIDELIS HC NY,732
2012,3,RENSSELAER,WELLCARE,77
2012,3,RICHMOND,AFFINITY HEALTH PLAN,73
2012,3,RICHMOND,AMERIGROUP NY,334
2012,3,RICHMOND,EMPIRE,1588
2012,3,RICHMOND,FIDELIS HC NY,1051
2012,3,RICHMOND,HEALTHFIRST,276
2012,3,RICHMOND,HEALTHPLUS,3606
2012,3,RICHMOND,HIP,475
2012,3,RICHMOND,NEIGHBORHOOD,19
2012,3,RICHMOND,UNITED HEALTHCARE COMM PLAN,551
2012,3,ROCKLAND,AFFINITY HEALTH PLAN,698
2012,3,ROCKLAND,EMPIRE,3186
2012,3,ROCKLAND,FIDELIS HC NY,3968
2012,3,ROCKLAND,HUDSON HEALTH PLAN,2046
2012,3,ROCKLAND,WELLCARE,374
2012,3,SARATOGA,CDPHP,2865
2012,3,SARATOGA,EMPIRE,331
2012,3,SARATOGA,FIDELIS HC NY,1034
2012,3,SCHENECTADY,CDPHP,2151
2012,3,SCHENECTADY,EMPIRE,245
2012,3,SCHENECTADY,FIDELIS HC NY,1642
2012,3,SCHOHARIE,CDPHP,671
2012,3,SCHOHARIE,EMPIRE,73
2012,3,SCHOHARIE,FIDELIS HC NY,59
2012,3,SCHUYLER,EXCELLUS,311
2012,3,SCHUYLER,FIDELIS HC NY,8
2012,3,SENECA,EXCELLUS,660
2012,3,STEUBEN,EXCELLUS,1613
2012,3,STEUBEN,FIDELIS HC NY,88
2012,3,ST. LAWRENCE,EXCELLUS,2053
2012,3,ST. LAWRENCE,FIDELIS HC NY,61
2012,3,SUFFOLK,AFFINITY HEALTH PLAN,4728
2012,3,SUFFOLK,EMPIRE,10922
2012,3,SUFFOLK,FIDELIS HC NY,8733
2012,3,SUFFOLK,HEALTHFIRST,5862
2012,3,SUFFOLK,HIP,2840
2012,3,SUFFOLK,NEIGHBORHOOD,4223
2012,3,SUFFOLK,UNITED HEALTHCARE COMM PLAN,6922
2012,3,SULLIVAN,EMPIRE,239
2012,3,SULLIVAN,FIDELIS HC NY,257
2012,3,SULLIVAN,HUDSON HEALTH PLAN,1872
2012,3,TIOGA,CDPHP,85
2012,3,TIOGA,EXCELLUS,631
2012,3,TIOGA,FIDELIS HC NY,62
2012,3,TOMPKINS,EXCELLUS,704
2012,3,TOMPKINS,FIDELIS HC NY,189
2012,3,TOMPKINS,TOTAL CARE,395
2012,3,ULSTER,CDPHP,403
2012,3,ULSTER,EMPIRE,473
2012,3,ULSTER,FIDELIS HC NY,698
2012,3,ULSTER,HUDSON HEALTH PLAN,1022
2012,3,ULSTER,MVP,721
2012,3,ULSTER,WELLCARE,449
2012,3,WARREN,CDPHP,588
2012,3,WARREN,EMPIRE,281
2012,3,WARREN,FIDELIS HC NY,952
2012,3,WASHINGTON,CDPHP,661
2012,3,WASHINGTON,EMPIRE,220
2012,3,WASHINGTON,FIDELIS HC NY,1020
2012,3,WAYNE,EXCELLUS,2227
2012,3,WAYNE,FIDELIS HC NY,209
2012,3,WESTCHESTER,AFFINITY HEALTH PLAN,1958
2012,3,WESTCHESTER,EMPIRE,3713
2012,3,WESTCHESTER,FIDELIS HC NY,2268
2012,3,WESTCHESTER,HIP,915
2012,3,WESTCHESTER,HUDSON HEALTH PLAN,11725
2012,3,WYOMING,FIDELIS HC NY,102
2012,3,WYOMING,HEALTHNOW,648
2012,3,YATES,EXCELLUS,538
2012,2,ALBANY,CDPHP,3665
2012,2,ALBANY,EMPIRE,344
2012,2,ALBANY,FIDELIS HC NY,1110
2012,2,ALBANY,WELLCARE,111
2012,2,ALLEGANY,FIDELIS HC NY,41
2012,2,ALLEGANY,HEALTHNOW,587
2012,2,ALLEGANY,UNIVERA COMMUNITY HEALTH INC,159
2012,2,BRONX,AFFINITY HEALTH PLAN,2901
2012,2,BRONX,AMERIGROUP NY,314
2012,2,BRONX,EMPIRE,927
2012,2,BRONX,FIDELIS HC NY,2888
2012,2,BRONX,HEALTHFIRST,4343
2012,2,BRONX,HEALTHPLUS,2285
2012,2,BRONX,HIP,832
2012,2,BRONX,METROPLUS,4195
2012,2,BRONX,NEIGHBORHOOD,801
2012,2,BRONX,UNITED HEALTHCARE COMM PLAN,213
2012,2,BRONX,WELLCARE,498
2012,2,BROOME,CDPHP,184
2012,2,BROOME,EXCELLUS,2866
2012,2,BROOME,FIDELIS HC NY,452
2012,2,CATTARAUGUS,FIDELIS HC NY,550
2012,2,CATTARAUGUS,HEALTHNOW,831
2012,2,CATTARAUGUS,UNIVERA COMMUNITY HEALTH INC,309
2012,2,CAYUGA,EXCELLUS,1249
2012,2,CAYUGA,FIDELIS HC NY,367
2012,2,CAYUGA,UNITED HEALTHCARE COMM PLAN,191
2012,2,CHAUTAUQUA,FIDELIS HC NY,1288
2012,2,CHAUTAUQUA,HEALTHNOW,764
2012,2,CHAUTAUQUA,UNIVERA COMMUNITY HEALTH INC,124
2012,2,CHEMUNG,EXCELLUS,979
2012,2,CHENANGO,CDPHP,11
2012,2,CHENANGO,EXCELLUS,832
2012,2,CHENANGO,FIDELIS HC NY,207
2012,2,CLINTON,EMPIRE,435
2012,2,CLINTON,EXCELLUS,736
2012,2,CLINTON,FIDELIS HC NY,590
2012,2,COLUMBIA,CDPHP,1071
2012,2,COLUMBIA,EMPIRE,112
2012,2,COLUMBIA,FIDELIS HC NY,465
2012,2,CORTLAND,EXCELLUS,385
2012,2,CORTLAND,FIDELIS HC NY,700
2012,2,CORTLAND,TOTAL CARE,95
2012,2,DELAWARE,CDPHP,242
2012,2,DELAWARE,EMPIRE,64
2012,2,DELAWARE,EXCELLUS,408
2012,2,DELAWARE,FIDELIS HC NY,211
2012,2,DUTCHESS,CDPHP,256
2012,2,DUTCHESS,EMPIRE,1321
2012,2,DUTCHESS,FIDELIS HC NY,1095
2012,2,DUTCHESS,HUDSON HEALTH PLAN,1575
2012,2,DUTCHESS,MVP,1549
2012,2,DUTCHESS,WELLCARE,753
2012,2,ERIE,FIDELIS HC NY,3014
2012,2,ERIE,HEALTHNOW,4518
2012,2,ERIE,INDEPENDENT HEALTH,1314
2012,2,ERIE,UNIVERA COMMUNITY HEALTH INC,6035
2012,2,ESSEX,CDPHP,46
2012,2,ESSEX,EMPIRE,114
2012,2,ESSEX,EXCELLUS,387
2012,2,ESSEX,FIDELIS HC NY,354
